Feature,AM1,AM2,AM3,FM3,FM4,FM5
Ksr1,1700,1690,1799,821,744,781
Ksr2,978,907,832,527,394,401
Ktelc1,915,993,887,1024,946,996
Kti12,205,217,192,229,182,209
Ktn1,2333,2430,2186,2987,2779,3043
Ky,70,127,97,31,45,29
Kynu,0,4,0,1,0,1
L1Md-Gf21,1,2,0,0,0,2
L1Md-Gf251,0,1,0,0,1,0
L1cam,3038,4077,3354,10814,10536,10403
L1td1,2,3,1,0,0,1
L2hgdh,156,128,98,84,64,84
L3mbtl,241,273,276,103,124,126
L3mbtl2,856,971,910,619,652,648
L3mbtl3,516,463,438,898,897,913
L3mbtl4,6,9,3,24,29,31
Lace1,338,330,367,71,76,113
Lactb,364,423,426,281,277,284
Lactb2,353,279,277,71,62,84
Lad1,59,54,53,5,6,2
Lag3,134,111,116,50,44,45
Lage3,168,180,194,285,283,231
Lair1,130,105,143,12,12,17
Lalba,0,0,0,0,0,0
Lama1,132,100,120,320,229,271
Lama2,359,332,360,163,164,204
Lama3,100,141,119,40,43,50
Lama4,170,195,205,478,393,505
Lama5,345,388,337,337,195,220
Lamb1-1,775,735,754,1267,1138,1195
Lamb2,803,922,824,464,400,379
Lamb3,37,54,52,21,23,19
Lamc1,999,1114,939,1560,1203,1398
Lamc2,372,392,325,64,69,84
Lamc3,213,213,215,94,81,80
Lamp1,5813,6656,5923,3065,3168,3044
Lamp2,1505,1356,1436,738,573,706
Lamp3,113,93,95,89,94,82
Lamr1-ps1,0,0,0,0,0,0
Lancl1,3316,3030,3253,1725,1804,1848
Lancl2,1919,1947,1582,2026,1810,2295
Lancl3,162,137,139,392,330,520
Lao1,15,1,9,4,2,3
Lap3,815,1052,779,377,397,369
Laptm4a,3151,3060,3165,3667,3415,3483
Laptm4b,1133,1245,1217,101,114,116
Laptm5,546,678,672,127,125,95
Large,3449,3271,3748,1967,2090,2174
Larp1,2256,2332,2103,2324,2070,2130
Larp1b,325,316,274,106,113,110
Larp4,1005,991,867,1125,874,1246
Larp4b,1610,1522,1429,2160,1860,2175
Larp6,983,978,832,221,245,214
Larp7,328,311,290,505,501,499
Lars,980,982,1050,1931,1980,1814
Lars2,6011,5612,9469,4864,3269,2301
Las1l,1234,1378,1425,1874,1933,1997
Lasp1,3098,3872,3235,4121,3746,3610
Lass1,15,23,12,6,15,16
Lass2,934,1246,1008,964,865,889
Lass3,0,4,2,8,4,5
Lass4,447,531,547,574,580,563
Lass5,556,606,563,1009,1002,985
Lass6,1362,1310,1398,2576,2291,2802
Lat,10,7,11,20,15,8
Lat2,37,47,32,84,89,82
Lats1,532,538,468,1246,803,1300
Lats2,866,792,779,357,239,301
Lax1,11,12,6,3,5,3
Layn,47,56,44,25,20,32
Lbh,1047,1258,971,1726,1586,1395
Lbp,173,147,140,3,0,2
Lbr,218,184,200,443,247,386
Lbx1,0,1,1,0,0,0
Lbx2,6,4,4,2,1,2
Lbxcor1,6,7,9,20,10,19
Lca5,268,206,269,916,720,889
Lca5l,102,72,88,72,81,92
Lcat,438,573,425,20,11,27
Lce1a1,0,0,0,0,0,0
Lce1a2,0,0,0,0,0,0
Lce1b,0,0,0,0,0,0
Lce1c,0,0,0,0,0,0
Lce1d,0,0,0,0,0,0
Lce1e,0,0,0,0,0,0
Lce1f,0,0,0,0,0,0
Lce1g,0,0,0,0,0,0
Lce1h,0,0,0,0,0,0
Lce1i,0,0,0,0,2,0
Lce1l,0,0,0,0,0,0
Lce1m,0,0,0,0,0,0
Lce3a,0,0,0,0,0,0
Lce3b,0,0,0,0,0,0
Lce3c,0,0,0,0,0,0
Lce3f,0,0,0,0,0,0
Lce6a,0,0,0,0,0,0
Lck,20,31,32,92,127,88
Lclat1,874,839,787,414,408,431
Lcmt1,1033,1106,1073,976,1111,1011
Lcmt2,128,116,152,191,180,175
Lcn10,0,0,1,0,0,0
Lcn11,0,1,0,0,0,0
Lcn12,0,0,0,0,0,0
Lcn13,0,0,0,0,0,0
Lcn14,1,0,1,1,2,1
Lcn2,12,7,18,0,1,0
Lcn3,0,1,0,0,0,0
Lcn4,0,0,0,0,0,0
Lcn5,0,0,0,0,0,0
Lcn6,0,0,0,0,0,0
Lcn8,0,0,0,0,0,0
Lcn9,0,0,0,0,0,0
Lcor,330,273,200,658,403,618
Lcorl,497,404,374,935,687,1103
Lcp1,190,217,196,179,108,130
Lcp2,52,65,48,22,29,12
Lct,148,88,185,12,12,13
Lctl,0,3,5,0,1,1
Ldb1,1962,2301,2239,6030,5286,4850
Ldb2,915,962,915,1531,1623,1637
Ldb3,178,202,163,30,37,40
Ldha,4024,4469,4799,3137,3354,2878
Ldha-ps,1,0,0,1,2,0
Ldha-ps2,718,781,677,553,546,537
Ldhb,7266,8016,9721,3063,2735,2417
Ldhc,0,2,0,0,1,1
Ldhd,348,252,364,8,13,12
Ldlr,471,756,506,731,610,636
Ldlrad1,0,1,1,3,0,0
Ldlrad2,2,2,1,0,0,0
Ldlrad3,261,328,242,592,555,566
Ldlrap1,111,162,119,27,27,23
Ldoc1,19,32,25,18,38,23
Ldoc1l,313,381,275,486,420,416
Leap2,3,2,1,4,1,2
Lect1,24,40,30,2,5,7
Lect2,1,3,3,0,0,1
Lef1,248,283,176,91,77,71
Lefty1,33,32,43,5,3,0
Lefty2,14,30,13,26,48,46
Lekr1,69,52,65,78,65,87
Lelp1,0,0,1,0,0,0
Lemd1,38,16,32,168,154,136
Lemd2,657,859,726,1313,1287,1088
Lemd3,1308,1145,1034,952,689,1014
Lenep,0,0,1,0,1,1
Leng1,122,156,105,135,145,99
Leng8,4429,4381,6212,7798,7056,7138
Leng9,172,167,167,87,94,68
Leo1,625,884,701,1063,1069,882
Lep,1,0,0,1,0,0
Lepr,101,80,93,26,13,21
Lepre1,164,216,190,284,269,276
Leprel1,41,75,64,21,22,13
Leprel2,380,472,475,1005,915,920
Leprot,527,568,564,1113,1209,1047
Leprotl1,1553,1576,1504,1354,1372,1231
Letm1,2534,2791,2620,2434,2348,2167
Letm2,202,176,232,189,188,224
Letmd1,960,1073,1028,1040,1132,1098
Lfng,521,392,422,298,235,232
Lgals1,132,149,174,72,51,46
Lgals12,12,10,23,6,6,13
Lgals2,6,3,6,2,0,2
Lgals3,19,14,6,8,12,9
Lgals3bp,390,356,400,42,40,37
Lgals4,41,45,68,42,40,28
Lgals7,1,3,2,21,10,16
Lgals8,469,562,555,312,332,312
Lgals9,114,95,90,26,20,26
Lgi1,3162,2803,2935,459,516,542
Lgi2,2471,2766,2799,433,524,560
Lgi3,2799,3439,2845,19,20,29
Lgi4,686,813,623,8,1,7
Lgmn,1959,2612,2166,629,602,553
Lgr4,633,665,550,180,189,205
Lgr5,87,71,54,23,16,26
Lgr6,30,49,42,6,9,3
Lgsn,0,0,0,0,0,0
Lgtn,627,575,631,886,783,857
Lhb,20,16,7,0,1,1
Lhcgr,5,4,1,12,8,14
Lhfp,712,706,683,442,479,535
Lhfpl1,10,8,6,1,1,0
Lhfpl2,374,439,369,391,443,400
Lhfpl3,76,87,79,29,35,31
Lhfpl4,3911,4877,5009,4777,4615,3817
Lhpp,258,332,244,339,440,346
Lhx1,14,24,7,34,32,33
Lhx2,1266,1405,1257,3787,3318,3428
Lhx3,9,3,1,0,0,0
Lhx4,1,0,2,0,1,0
Lhx5,11,29,17,79,78,61
Lhx6,380,427,403,1898,1603,1817
Lhx8,33,51,39,201,42,130
Lhx9,137,115,98,148,128,127
Lias,612,507,657,592,566,598
Lif,10,12,16,0,0,1
Lifr,534,434,501,205,162,211
Lig1,210,278,223,1329,1052,911
Lig3,393,483,484,1406,1088,1256
Lig4,318,333,306,443,438,463
Lilrb3,20,14,18,13,3,13
Lilrb4,8,4,12,3,2,0
Lim2,0,0,0,0,0,0
Lima1,362,420,364,1527,1043,1198
Limch1,3163,3151,3183,5291,5030,5330
Limd1,222,260,244,427,299,304
Limd2,1439,1403,1313,1235,1241,1110
Lime1,16,16,18,25,15,25
Limk1,1263,1751,1281,2022,1823,1742
Limk2,2375,2519,2371,2702,2866,2562
Lims1,448,548,466,801,540,717
Lims2,248,302,171,19,31,30
Lin28,1,1,0,1,0,1
Lin28b,163,128,143,290,224,267
Lin37,282,316,313,228,287,229
Lin52,125,95,133,76,59,87
Lin54,345,286,295,322,233,297
Lin7a,376,353,293,126,90,115
Lin7b,1031,1250,1085,115,115,114
Lin7c,2140,1800,1853,5077,4315,5609
Lin9,107,75,61,262,221,268
Lingo1,6702,8600,6851,2558,2745,2647
Lingo2,546,558,467,246,266,336
Lingo3,880,951,1065,156,166,141
Lingo4,24,37,20,28,18,23
Lins2,188,182,191,467,497,505
Lipa,439,405,379,208,206,200
Lipc,4,4,4,0,0,0
Lipe,228,216,287,302,335,297
Lipf,0,0,0,0,0,0
Lipg,107,133,92,426,357,412
Liph,19,14,21,9,4,9
Lipi,0,1,1,0,0,0
Lipk,0,0,0,0,0,0
Lipm,3,3,4,0,0,0
Lipn,1,0,0,0,0,0
Lipt1,94,116,110,76,84,82
Lipt2,52,55,63,89,80,68
Litaf,314,468,380,293,248,241
Lix1,1125,965,1055,779,691,716
Lix1l,249,276,267,1267,1123,1022
Llgl1,1108,1705,1206,2897,2024,2188
Llgl2,44,30,27,16,3,5
Llph,627,688,808,754,739,608
Lman1,922,837,793,723,703,790
Lman1l,9,5,8,1,4,1
Lman2,671,704,556,495,450,470
Lman2l,902,1009,891,1125,1042,1024
Lmbr1,672,670,633,637,646,702
Lmbr1l,197,217,205,1161,1062,859
Lmbrd1,3382,3085,3242,820,824,909
Lmbrd2,1256,1034,958,656,459,770
Lmcd1,92,133,119,125,69,87
Lmf1,318,359,317,234,194,209
Lmf2,356,407,306,509,483,441
Lmln,490,496,516,441,395,364
Lmna,903,1153,809,271,257,212
Lmnb1,300,322,272,7484,6526,6083
Lmnb2,604,706,552,1658,1513,1379
Lmo1,166,211,130,615,621,585
Lmo2,352,401,412,248,261,240
Lmo3,3469,2913,2809,3672,4157,4407
Lmo4,3453,3544,3368,2335,2709,3064
Lmo7,2657,2053,2537,1353,1582,1615
Lmod1,41,72,70,27,25,16
Lmod2,1,2,0,0,0,0
Lmod3,4,3,2,5,4,7
Lmtk2,5470,5312,5273,2250,2000,2388
Lmtk3,5764,6249,4870,6961,6735,6374
Lmx1a,21,25,15,4,3,6
Lmx1b,15,22,5,1,0,1
Lnp,1218,1003,878,793,739,931
Lnpep,1436,959,967,714,420,855
Lnx1,438,499,437,77,77,80
Lnx2,186,215,141,770,627,687
Loh12cr1,611,554,505,279,306,250
Lonp1,1726,2071,2042,2197,2194,1774
Lonp2,1409,1380,1411,1412,1477,1403
Lonrf1,783,819,733,1210,1125,1243
Lonrf2,5230,5201,4617,4027,3903,4615
Lonrf3,222,156,151,44,17,40
Lor,125,170,128,67,69,55
Lox,9,3,2,0,1,1
Loxhd1,15,13,21,1,0,2
Loxl1,61,116,47,279,209,240
Loxl2,12,28,17,62,46,52
Loxl3,93,110,103,82,94,102
Loxl4,2,8,6,9,3,8
Lpar1,733,1210,691,211,164,155
Lpar2,24,24,27,423,403,417
Lpar3,4,9,8,3,7,6
Lpar4,45,34,22,78,38,60
Lpar5,11,5,10,5,3,2
Lpar6,74,64,66,53,28,57
Lpcat1,939,989,990,2373,2399,2228
Lpcat2,196,194,188,62,63,66
Lpcat2b,0,0,1,0,0,1
Lpcat3,342,367,368,405,381,361
Lpcat4,2091,2388,2115,361,385,311
Lpgat1,7632,7049,7431,3107,3007,3411
Lphn1,13935,16017,14652,14699,13402,12829
Lphn2,2391,2449,2493,10334,8682,9657
Lphn3,2470,2207,2252,2462,2113,2633
Lpin1,583,602,606,834,608,756
Lpin2,1847,1908,1888,1268,1146,1348
Lpin3,18,15,24,1,2,0
Lpl,520,453,411,404,446,452
Lpo,17,21,12,9,5,5
Lpp,55,53,39,76,40,68
Lpxn,26,14,21,10,8,2
Lrat,2,2,3,3,5,4
Lrba,980,909,1027,532,426,498
Lrch1,444,476,422,495,427,507
Lrch2,653,516,548,1770,1130,1919
Lrch3,777,815,770,1664,1319,1576
Lrch4,111,113,147,182,127,149
Lrdd,37,39,47,219,210,169
Lrfn1,825,1066,756,906,843,843
Lrfn2,427,542,476,292,402,334
Lrfn3,486,489,388,562,538,482
Lrfn4,793,1291,864,2145,2046,1893
Lrfn5,1765,1576,1589,1976,1898,2045
Lrg1,52,27,68,2,2,2
Lrguk,28,27,25,25,14,28
Lrig1,884,1153,952,557,475,485
Lrig2,787,831,782,1640,1499,1710
Lrig3,54,68,69,40,50,45
Lrit1,0,0,0,0,0,0
Lrit2,0,0,1,0,0,1
Lrmp,39,32,32,6,1,4
Lrp1,14586,17078,16287,18038,13583,15736
Lrp10,707,837,728,695,600,646
Lrp11,3542,3504,3432,1255,1124,1259
Lrp12,1317,1228,1376,1981,1649,1866
Lrp1b,1384,1347,1409,355,322,468
Lrp2,10,17,13,45,36,43
Lrp2bp,11,13,9,14,15,17
Lrp3,1905,2123,1740,3328,2980,3030
Lrp4,1563,1490,1727,882,689,714
Lrp5,365,366,375,769,574,555
Lrp6,1689,1685,1728,2584,2144,2488
Lrp8,2189,2271,2002,10623,8777,9850
Lrpap1,3988,4564,4364,2137,2093,1951
Lrpprc,1706,1718,1742,1692,1622,1836
Lrrc1,237,242,223,243,221,240
Lrrc10,0,1,2,1,0,1
Lrrc14,617,698,603,658,619,531
Lrrc14b,0,0,0,0,0,0
Lrrc15,1,1,0,3,4,8
Lrrc16a,623,742,613,1167,1133,1162
Lrrc16b,867,1139,978,4822,4287,4207
Lrrc17,50,18,18,1,2,0
Lrrc18,14,14,14,9,5,8
Lrrc19,2,2,1,0,1,1
Lrrc2,29,48,33,4,4,1
Lrrc20,505,522,554,754,831,830
Lrrc23,62,77,72,19,19,8
Lrrc24,211,231,176,54,58,50
Lrrc25,9,8,9,2,6,4
Lrrc26,32,48,38,11,11,6
Lrrc27,126,149,121,66,69,56
Lrrc28,319,322,313,350,313,332
Lrrc29,30,31,38,18,23,18
Lrrc3,347,412,317,525,591,621
Lrrc30,0,0,0,0,0,0
Lrrc31,0,0,1,0,0,0
Lrrc33,167,99,156,50,61,68
Lrrc34,8,3,5,1,1,3
Lrrc36,13,20,17,17,10,6
Lrrc37a,0,2,0,0,0,0
Lrrc38,43,54,50,1,0,1
Lrrc39,26,35,29,58,55,51
Lrrc3b,217,235,194,42,60,50
Lrrc4,2191,2307,2217,806,846,852
Lrrc40,1210,974,1116,1125,1167,1283
Lrrc41,492,503,424,599,558,559
Lrrc42,374,381,350,630,639,591
Lrrc43,13,19,13,3,3,2
Lrrc45,1074,1228,1332,2183,2181,1813
Lrrc46,17,20,10,19,26,18
Lrrc47,1372,2139,2328,2991,2600,2166
Lrrc48,256,276,346,65,58,68
Lrrc49,1456,1417,1539,1510,1603,1480
Lrrc4b,4151,5107,3461,5136,4879,4787
Lrrc4c,1107,739,734,266,298,331
Lrrc50,12,14,14,3,4,7
Lrrc51,101,102,87,51,60,57
Lrrc52,0,0,0,2,0,0
Lrrc55,403,394,399,377,385,442
Lrrc56,106,77,120,241,239,250
Lrrc57,468,484,487,261,265,311
Lrrc58,3658,2279,2890,2144,1534,2522
Lrrc59,2238,2622,2283,2958,2892,2659
Lrrc6,101,91,86,10,10,15
Lrrc61,558,546,529,601,533,487
Lrrc63,0,0,0,1,1,0
Lrrc66,1,0,1,1,1,1
Lrrc67,13,5,10,1,5,4
Lrrc68,3329,3903,3448,2309,2383,1952
Lrrc69,0,0,0,1,0,0
Lrrc7,1988,1694,1835,1155,772,1107
Lrrc8a,2139,1929,2143,2003,1925,1929
Lrrc8b,1224,1265,1218,988,648,1013
Lrrc8c,966,708,925,483,384,422
Lrrc8d,1113,1098,1122,1710,1640,1755
Lrrc8e,0,0,0,1,0,1
Lrrc9,64,33,43,119,100,156
Lrrcc1,401,358,371,477,346,540
Lrrfip1,1243,1419,1593,1014,1076,1009
Lrrfip2,982,923,1102,1026,972,908
Lrriq1,32,23,31,16,10,13
Lrriq3,13,12,9,5,8,3
Lrriq4,0,0,0,0,0,0
Lrrk1,116,127,111,51,49,42
Lrrk2,1441,1230,1605,81,85,116
Lrrn1,1473,1635,1284,1296,968,1224
Lrrn2,2723,2752,2289,1466,1640,1611
Lrrn3,1291,1071,1086,1901,2040,2595
Lrrn4,14,7,9,2,2,0
Lrrn4cl,32,20,19,13,21,25
Lrrtm1,1561,1636,1267,1216,1202,1140
Lrrtm2,495,538,459,318,218,354
Lrrtm3,1077,918,996,354,334,384
Lrrtm4,501,361,359,174,162,187
Lrsam1,752,872,700,606,545,581
Lrtm1,3,1,3,1,2,3
Lrtm2,1449,1659,1545,187,221,177
Lrwd1,230,293,295,755,671,644
Lsamp,8431,7470,6930,3016,3162,3767
Lsg1,316,364,335,716,674,610
Lsm1,254,301,251,387,393,406
Lsm10,118,125,106,232,261,223
Lsm11,922,1124,912,1556,1535,1564
Lsm12,690,688,596,903,920,856
Lsm14a,1439,1547,1463,1638,1402,1544
Lsm14b,2344,2770,2633,6516,6514,5941
Lsm2,109,123,127,374,334,323
Lsm3,238,240,244,482,497,452
Lsm4,629,885,760,1175,1113,914
Lsm6,604,579,579,917,947,934
Lsm7,283,375,311,466,507,488
Lsm8,315,260,302,646,591,600
Lsmd1,399,549,473,209,213,161
Lsp1,85,90,95,32,36,37
Lsr,219,234,237,209,232,218
Lss,737,919,806,2346,2185,2183
Lst1,21,35,37,22,20,24
Lta,2,1,3,6,2,0
Lta4h,560,595,525,694,694,689
Ltb,12,18,14,3,4,1
Ltb4r1,5,5,3,6,8,6
Ltb4r2,14,10,7,12,16,20
Ltbp1,149,253,236,367,227,261
Ltbp2,10,13,10,18,10,13
Ltbp3,877,999,864,913,652,747
Ltbp4,1345,1915,1321,1024,919,859
Ltbr,121,210,147,130,98,93
Ltc4s,44,47,48,0,4,4
Ltf,5,4,7,1,1,2
Ltk,459,416,483,5,8,9
Ltv1,281,284,285,357,305,391
Luc7l,2532,2550,2472,4867,4637,4703
Luc7l2,4794,4166,4508,6057,5661,6539
Luc7l3,3887,3756,4170,6969,6882,7318
Lum,49,52,51,3,4,7
Luzp1,2416,2401,2178,823,676,705
Luzp2,3780,2884,2896,781,784,1044
Luzp4,0,0,0,0,0,0
Lxn,552,710,490,236,239,244
Ly6a,268,227,373,5,7,8
Ly6c1,483,392,522,29,25,22
Ly6c2,99,62,80,4,3,1
Ly6d,11,6,10,0,0,0
Ly6e,2781,2680,2707,541,600,520
Ly6f,0,0,0,0,0,0
Ly6g,0,1,0,0,0,0
Ly6g5b,3,1,2,19,18,19
Ly6g5c,0,0,0,0,0,0
Ly6g6c,0,1,0,2,0,0
Ly6g6d,8,10,13,7,2,5
Ly6g6e,37,28,17,60,49,41
Ly6g6f,5,6,3,3,2,2
Ly6h,3064,3691,2492,2824,2966,2679
Ly6i,8,7,5,0,0,0
Ly6k,1,0,0,0,0,0
Ly75,38,41,56,75,39,58
Ly86,116,116,125,25,18,25
Ly9,18,1,25,1,4,4
Ly96,16,5,7,3,9,7
Lyar,241,298,225,427,426,387
Lyg1,0,0,0,0,0,0
Lyg2,0,2,1,0,0,0
Lyl1,43,33,51,27,20,31
Lyn,186,181,201,89,111,104
Lynx1,1932,2242,2202,14,15,21
Lypd1,1406,1460,1258,322,293,302
Lypd2,1,0,0,0,0,0
Lypd3,0,1,0,6,3,8
Lypd4,1,1,0,1,0,0
Lypd5,0,0,0,0,0,0
Lypd6,475,515,461,451,421,536
Lypd6b,221,278,285,243,335,335
Lypla1,499,439,427,287,238,329
Lypla2,1452,1487,1137,1412,1297,1167
Lyplal1,86,102,66,62,51,57
Lyrm1,159,133,100,65,72,66
Lyrm2,225,231,228,407,351,418
Lyrm4,441,463,324,254,330,287
Lyrm5,381,427,376,190,153,181
Lyrm7,267,208,192,99,147,132
Lysmd1,443,463,368,460,515,471
Lysmd2,830,732,587,150,157,135
Lysmd3,177,186,163,308,218,345
Lysmd4,524,553,533,786,787,778
Lyst,1584,1264,1726,879,714,905
Lyve1,25,16,6,0,1,1
Lyz1,14,9,17,0,1,0
Lyz2,236,103,246,17,12,18
Lyzl1,0,0,0,0,0,1
Lyzl4,12,11,14,0,2,0
Lyzl6,0,1,0,0,0,0
Lzic,193,246,192,757,750,741
Lztfl1,584,525,521,397,353,493
Lztr1,3343,3425,3571,2729,2892,2567
Lzts1,1221,1316,1078,1173,931,968
Lzts2,1008,1209,886,821,724,617
M6pr,1649,1582,1589,844,821,890
M6pr-ps,437,462,454,196,181,149
Mab21l1,41,49,34,193,164,151
Mab21l2,8,19,6,9,1,8
Macc1,1,3,2,0,0,0
Macf1,10660,11175,10373,19671,16431,19227
Macrod1,225,255,193,80,87,56
Macrod2,1159,1143,1113,1091,1206,1244
Mad1l1,419,461,456,628,597,508
Mad2l1,117,124,105,267,224,256
Mad2l1bp,121,123,144,192,181,172
Mad2l2,89,130,124,805,752,660
Madcam1,4,5,5,3,2,2
Madd,6419,7161,6968,4598,4290,4021
Maea,1598,1809,1712,1672,1594,1458
Mael,1,2,2,0,0,0
Maf,678,570,534,758,767,881
Maf1,1126,1433,1568,2384,2339,1920
Mafa,13,21,15,3,3,1
Mafb,548,488,447,833,772,764
Maff,37,47,55,70,78,56
Mafg,2001,2315,2134,2354,2132,2162
Mafk,323,392,324,554,548,437
Mag,3797,7247,3675,11,10,7
Magea1,0,0,0,0,0,0
Magea10,0,0,0,0,0,1
Magea2,0,0,0,0,0,0
Magea3,0,0,0,0,0,0
Magea4,0,0,0,0,0,0
Magea5,0,0,0,0,0,0
Magea6,0,0,0,0,0,0
Magea7,0,0,0,0,0,0
Magea8,0,0,0,0,0,0
Magea9,0,0,0,0,0,0
Mageb1,1,0,0,2,5,2
Mageb16,0,1,0,0,3,1
Mageb16-ps1,0,0,0,0,1,1
Mageb17,0,0,0,0,0,0
Mageb18,0,0,0,0,0,0
Mageb2,1,0,0,2,5,2
Mageb3,4,0,0,6,15,12
Mageb4,0,0,1,0,0,0
Mageb5,0,0,0,0,0,0
Maged1,9819,10422,8761,13704,12680,12347
Maged2,840,1046,720,2575,2661,2313
Magee1,4265,4354,3781,2802,2607,2663
Magee2,109,120,82,236,222,304
Mageh1,669,714,646,892,805,830
Magel2,27,54,25,224,125,150
Magi1,1936,2106,1790,2776,2095,2336
Magi2,3059,2751,2947,2032,1727,2067
Magi3,1525,1580,1535,1444,1186,1417
Magix,14,17,6,8,11,9
Magmas,153,207,213,241,262,258
Magoh,247,260,272,672,666,638
Magoh-rs1,67,54,53,142,170,140
Magt1,352,390,345,414,337,388
Mak,69,60,66,62,67,59
Mak16,283,261,229,384,459,505
Mal,6131,8310,4764,10,16,13
Mal2,3385,2767,2932,131,163,176
Mall,17,11,14,5,3,8
Malt1,181,156,160,120,111,148
Mamdc2,41,28,28,10,7,14
Mamdc4,45,44,49,203,148,149
Maml1,288,327,254,682,531,605
Maml2,246,262,271,380,323,386
Maml3,235,206,229,424,260,334
Mamld1,741,766,765,377,319,366
Mamstr,63,69,76,28,29,23
Man1a,944,900,798,301,250,395
Man1a2,3641,3263,3099,1541,1405,1751
Man1b1,1595,1777,1749,1985,1803,1618
Man1c1,1010,1162,1017,361,345,310
Man2a1,602,461,548,282,207,320
Man2a2,4595,4541,4776,2708,2452,2521
Man2b1,1088,1200,1157,381,344,381
Man2b2,626,837,677,105,110,108
Man2c1,1238,1271,1394,1871,1975,1735
Manba,252,237,260,65,59,57
Manbal,732,883,888,697,713,632
Manea,941,734,867,446,357,542
Maneal,1018,1099,1079,884,858,958
Mansc1,188,196,213,17,18,24
Maoa,591,640,554,516,493,626
Maob,636,578,527,17,24,25
Map1lc3a,3747,4570,3462,2038,2361,1781
Map1lc3b,3271,3188,3336,3223,3091,3047
Map2k1,6111,5681,6089,518,467,500
Map2k2,1544,1979,1631,2302,2081,1863
Map2k3,167,253,235,268,284,235
Map2k4,4363,3776,3665,1888,1881,2060
Map2k5,625,647,587,650,644,640
Map2k6,286,197,204,858,735,768
Map2k7,2161,2341,2454,1907,1830,1721
Map3k1,315,318,319,438,311,360
Map3k10,4951,6127,4339,2605,2646,2291
Map3k11,593,703,574,365,303,275
Map3k12,2611,2887,1764,2731,2645,2568
Map3k13,257,286,276,360,290,325
Map3k14,97,147,94,139,113,113
Map3k15,47,44,42,48,41,47
Map3k2,182,184,130,353,217,274
Map3k3,532,536,715,766,622,641
Map3k4,1193,1220,1194,1114,949,1043
Map3k5,1228,1077,1173,135,164,140
Map3k6,200,89,175,22,21,21
Map3k7,1353,1256,1368,2511,2389,2582
Map3k7ip2,1487,1605,1369,2081,1846,2088
Map3k7ip3,616,493,565,1227,1135,1461
Map3k8,20,35,27,3,1,6
Map3k9,1054,1253,1044,1640,1354,1384
Map4k1,24,43,29,102,115,94
Map4k2,1763,1888,2029,1209,1024,1061
Map4k3,1857,1600,1639,2086,1657,2071
Map4k4,2700,4446,2856,15268,12914,12537
Map4k5,1167,1111,1087,1562,1368,1660
Map6d1,1048,1417,1088,71,60,76
Mapk1,12336,11126,11010,4614,4388,5480
Mapk10,9228,9603,10892,4021,4116,4032
Mapk11,770,969,1228,1661,1587,1258
Mapk12,97,94,132,143,129,104
Mapk13,6,7,9,1,3,2
Mapk14,2014,2328,2171,1366,1219,1249
Mapk15,26,31,37,88,96,80
Mapk1ip1,621,632,798,793,723,761
Mapk1ip1l,190,196,140,449,282,386
Mapk3,2934,3045,2605,1639,1733,1582
Mapk4,2331,1769,2138,558,533,519
Mapk6,1929,2123,1986,5052,3982,4725
Mapk7,373,466,434,2404,2179,1959
Mapk8,2372,2352,2197,4243,4392,5055
Mapk8ip1,8870,10036,8334,4562,4597,4280
Mapk8ip2,8767,9250,9366,5380,5444,4825
Mapk8ip3,12358,14066,13706,6779,6175,6116
Mapk9,5929,5705,5660,2627,2593,2774
Mapkap1,936,1131,1100,1593,1453,1435
Mapkapk2,641,627,602,1047,852,820
Mapkapk3,69,62,71,20,14,25
Mapkapk5,718,812,841,1232,1210,1183
Mapkbp1,1102,1302,1290,2183,1930,1956
Mapksp1,244,236,259,283,247,253
Mapre1,1867,1930,1553,5626,5496,5958
Mapre2,6481,6828,6746,7935,8120,7953
Mapre3,4667,4946,4102,2042,1999,1889
Mapt,11493,12420,12800,37822,43158,38765
March1,857,719,639,747,788,899
March10,22,22,30,5,12,8
March11,78,95,83,75,69,68
March2,644,742,615,339,352,336
March3,60,64,41,48,42,30
March4,560,781,571,2532,2493,2351
March5,1321,1081,1130,1690,1514,2062
March6,6871,6742,7372,7819,5970,7614
March7,1224,1000,1118,2028,1554,2257
March8,1415,1819,1635,2158,2064,2147
March9,513,654,413,1902,1949,1759
Marcks,3156,3863,2026,8050,7481,8240
Marcksl1,1379,2713,1183,24727,23822,20316
Marco,0,0,1,0,2,0
Mare,486,538,639,552,518,511
Mark1,2168,2280,2005,2925,2731,2695
Mark2,2481,2764,2349,1595,1582,1521
Mark3,1660,1776,1749,3032,2816,2841
Mark4,2243,2478,2131,2973,2718,2440
Mars,1052,1152,1249,1758,1696,1572
Mars2,123,162,117,157,110,162
Marveld1,224,248,223,123,134,103
Marveld2,25,24,28,23,18,14
Marveld3,17,15,10,16,14,11
Mas1,390,372,493,5,10,11
Masp1,157,186,198,1305,1127,1049
Masp2,10,7,8,10,17,12
Mast1,1539,1779,1407,2970,2914,2787
Mast2,2810,3274,3210,6108,5761,5946
Mast3,5376,5914,5549,1217,1233,1146
Mast4,1362,1266,1293,671,641,678
Mastl,36,38,26,146,74,158
Mat1a,2,3,2,0,0,0
Mat2a,2956,2956,3167,3970,3788,4445
Mat2b,2430,2165,2503,850,732,799
Matk,3656,4159,4025,858,1082,884
Matn1,11,7,14,0,0,0
Matn2,759,579,796,32,42,47
Matn3,1,0,2,2,0,0
